_id,name,description,amount,concurrentAmount,hostedBy,invitations,users,transactions,endDate,createdDate,defaultApproveStatus,isClosed
532e2438f582396ecc77399f,Budget Travel 1,"This is the art of exploring the world without breaking the bank. Find affordable accommodations, cost-effective transportation, and low-cost activities while still enjoying rich cultural experiences. Join ""Budget Travel 1"" to make the most of your travel experience while spending less, embracing a more mindful and resourceful approach to seeing the world.",42228000,42228000,72e4b93000be75dd6e367723,666c8aee94b6b991c56cfd1c,567cedea6bd680f6d9fac54a;f47c26f82c759eea28ca23c8;aa5e67c6ed4b1fa1a2f75d33;8221d64ec10d0f8c0eaacd7d;2eff0eddee0b8c9a2601fead;8494863791b8e5234eb1ad35;5334561365d21e9ad4812095,666a4e3b82c9937c907382d1;666a4e3b82c9937c907382f2;666a4e3b82c9937c907382f4;666a4e3b82c9937c90738313;666a4e3b82c9937c90738334;666a4e3b82c9937c90738340;666a4e3b82c9937c90738355,2025-09-21T02:43:47.000Z,2024-08-14T09:03:09.000Z,Approved,false
17841715808ec6f102fffdc0,Budget Travel 2,"This is the art of exploring the world without breaking the bank. Find affordable accommodations, cost-effective transportation, and low-cost activities while still enjoying rich cultural experiences. Join ""Budget Travel 2"" to make the most of your travel experience while spending less, embracing a more mindful and resourceful approach to seeing the world.",38245000,38245000,567cedea6bd680f6d9fac54a,666c8aee94b6b991c56cfd1d,f47c26f82c759eea28ca23c8;845c864a4de70832f4364f15;8494863791b8e5234eb1ad35;f579a2579d8d862480fad2b8;21d01d11a8bae6956d4fd98d;8e8ebd063ea56374b2b7dfc0;475654515a4b6bc03e3f1cc1,666a4e3b82c9937c907382b1;666a4e3b82c9937c907382d2;666a4e3b82c9937c907382f3;666a4e3b82c9937c90738314;666a4e3b82c9937c90738356;666a4e3b82c9937c9073836e;666a4e3b82c9937c907383a7;666a4e3b82c9937c907383ac;666a4e3b82c9937c907383b7,2025-11-07T18:01:21.000Z,2024-03-08T17:31:03.000Z,Approved,false
8a9d2e06665566a0d3dc783c,Budget Travel 3,"This is the art of exploring the world without breaking the bank. Find affordable accommodations, cost-effective transportation, and low-cost activities while still enjoying rich cultural experiences. Join ""Budget Travel 3"" to make the most of your travel experience while spending less, embracing a more mindful and resourceful approach to seeing the world.",59091000,59091000,21d01d11a8bae6956d4fd98d,666c8aee94b6b991c56cfd1e,845c864a4de70832f4364f15;5d6a1f5ad9777d66c4103d51;72e4b93000be75dd6e367723;d70844eaf055cda2ef7b56e9;8221d64ec10d0f8c0eaacd7d;8e8ebd063ea56374b2b7dfc0;bf86ecec42cd596815b82763,666a4e3b82c9937c907382b2;666a4e3b82c9937c907382d3;666a4e3b82c9937c90738315;666a4e3b82c9937c90738327;666a4e3b82c9937c9073834b;666a4e3b82c9937c90738364;666a4e3b82c9937c90738366;666a4e3b82c9937c907383f2,2025-10-11T14:23:42.000Z,2024-07-29T10:10:06.000Z,Approved,false
c622b8db822a583bfc1ea06b,Budget Travel 4,"This is the art of exploring the world without breaking the bank. Find affordable accommodations, cost-effective transportation, and low-cost activities while still enjoying rich cultural experiences. Join ""Budget Travel 4"" to make the most of your travel experience while spending less, embracing a more mindful and resourceful approach to seeing the world.",29020000,29020000,2eff0eddee0b8c9a2601fead,666c8aee94b6b991c56cfd1f,21d01d11a8bae6956d4fd98d;475654515a4b6bc03e3f1cc1;8221d64ec10d0f8c0eaacd7d;f47c26f82c759eea28ca23c8;845c864a4de70832f4364f15;f585e5dbf71788a1594db8c5;bf86ecec42cd596815b82763;de5b88c96f9e4797f8902765,666a4e3b82c9937c90738292;666a4e3b82c9937c9073829f;666a4e3b82c9937c907382a3;666a4e3b82c9937c907382a9;666a4e3b82c9937c907382d4;666a4e3b82c9937c9073833e;666a4e3b82c9937c90738369;666a4e3b82c9937c907383d5,2025-12-08T08:00:28.000Z,2023-10-28T11:55:53.000Z,Approved,false
e2f0960aa561b71d59c73c38,Budget Travel 5,"This is the art of exploring the world without breaking the bank. Find affordable accommodations, cost-effective transportation, and low-cost activities while still enjoying rich cultural experiences. Join ""Budget Travel 5"" to make the most of your travel experience while spending less, embracing a more mindful and resourceful approach to seeing the world.",43635000,43635000,71c3173179c4dcb1413b39ba,666c8aee94b6b991c56cfd20,a32b8962db959b002019627a;72e4b93000be75dd6e367723;bf86ecec42cd596815b82763;5334561365d21e9ad4812095,666a4e3b82c9937c90738293;666a4e3b82c9937c907382b4;666a4e3b82c9937c907382f6;666a4e3b82c9937c90738317;666a4e3b82c9937c90738338;666a4e3b82c9937c907383a1;666a4e3b82c9937c9073841d,2025-10-11T18:37:40.000Z,2024-07-11T09:45:16.000Z,Approved,false
b912165f2f09852ae8d68500,Budget Travel 6,"This is the art of exploring the world without breaking the bank. Find affordable accommodations, cost-effective transportation, and low-cost activities while still enjoying rich cultural experiences. Join ""Budget Travel 6"" to make the most of your travel experience while spending less, embracing a more mindful and resourceful approach to seeing the world.",60091000,22604000,11a1b5ceea49f09253f955a8,666c8aee94b6b991c56cfd21,2eff0eddee0b8c9a2601fead;f585e5dbf71788a1594db8c5;475654515a4b6bc03e3f1cc1;f25c51fc7b2e63ad6cc6bf77,666a4e3b82c9937c907382a2;666a4e3b82c9937c907382b5;666a4e3b82c9937c907382d6;666a4e3b82c9937c907382f7;666a4e3b82c9937c90738335;666a4e3b82c9937c90738339,2025-09-01T20:42:44.000Z,2024-05-20T14:29:10.000Z,Pending,false
2837263656259226ffd64f3e,Budget Travel 7,"This is the art of exploring the world without breaking the bank. Find affordable accommodations, cost-effective transportation, and low-cost activities while still enjoying rich cultural experiences. Join ""Budget Travel 7"" to make the most of your travel experience while spending less, embracing a more mindful and resourceful approach to seeing the world.",38089000,37089000,5d6a1f5ad9777d66c4103d51,666c8aee94b6b991c56cfd22,f579a2579d8d862480fad2b8;833b44f56b8cbece7d04def3;f25c51fc7b2e63ad6cc6bf77;567cedea6bd680f6d9fac54a;8221d64ec10d0f8c0eaacd7d;845c864a4de70832f4364f15;5334561365d21e9ad4812095;e99436255b727036e00eefd5,666a4e3b82c9937c90738295;666a4e3b82c9937c907382b3;666a4e3b82c9937c907382ec;666a4e3b82c9937c90738316;666a4e3b82c9937c90738319;666a4e3b82c9937c9073832c;666a4e3b82c9937c9073833a;666a4e3b82c9937c907383d9,2025-11-12T11:28:44.000Z,2023-09-01T01:12:28.000Z,Pending,false
20316d60de9bf3b2396f5edc,Budget Travel 8,"This is the art of exploring the world without breaking the bank. Find affordable accommodations, cost-effective transportation, and low-cost activities while still enjoying rich cultural experiences. Join ""Budget Travel 8"" to make the most of your travel experience while spending less, embracing a more mindful and resourceful approach to seeing the world.",31440000,30440000,596573b1e54591d7694cbcb9,666c8aee94b6b991c56cfd23,2eff0eddee0b8c9a2601fead;e99436255b727036e00eefd5;d70844eaf055cda2ef7b56e9;9d2cdfcd0b8de5a9eb68b1b9;f579a2579d8d862480fad2b8;f25c51fc7b2e63ad6cc6bf77;11a1b5ceea49f09253f955a8,666a4e3b82c9937c90738290;666a4e3b82c9937c907382b7;666a4e3b82c9937c907382d8;666a4e3b82c9937c907382f9;666a4e3b82c9937c90738330;666a4e3b82c9937c90738331;666a4e3b82c9937c9073839e;666a4e3b82c9937c907383cf;666a4e3b82c9937c90738418,2024-12-23T11:29:29.000Z,2023-11-18T23:48:16.000Z,Pending,false
8019635a4817e3aa1306afd6,Budget Travel 9,"This is the art of exploring the world without breaking the bank. Find affordable accommodations, cost-effective transportation, and low-cost activities while still enjoying rich cultural experiences. Join ""Budget Travel 9"" to make the most of your travel experience while spending less, embracing a more mindful and resourceful approach to seeing the world.",30133000,29133000,f25c51fc7b2e63ad6cc6bf77,666c8aee94b6b991c56cfd24,72e4b93000be75dd6e367723;1890a8880bcde17bb895f735;1ba4b78e62930eae5731b9ca;833b44f56b8cbece7d04def3;845c864a4de70832f4364f15,666a4e3b82c9937c90738297;666a4e3b82c9937c907382b8;666a4e3b82c9937c907382d9;666a4e3b82c9937c907382e8;666a4e3b82c9937c907382f5,2024-09-06T11:26:16.000Z,2023-11-02T18:40:38.000Z,Pending,false
fad05fb43d56999e9f81cd2b,Budget Travel 10,"This is the art of exploring the world without breaking the bank. Find affordable accommodations, cost-effective transportation, and low-cost activities while still enjoying rich cultural experiences. Join ""Budget Travel 10"" to make the most of your travel experience while spending less, embracing a more mindful and resourceful approach to seeing the world.",41584000,25433000,8221d64ec10d0f8c0eaacd7d,666c8aee94b6b991c56cfd25,1890a8880bcde17bb895f735;de5b88c96f9e4797f8902765;8494863791b8e5234eb1ad35;2eff0eddee0b8c9a2601fead,666a4e3b82c9937c907382b9;666a4e3b82c9937c907382da;666a4e3b82c9937c907382ed;666a4e3b82c9937c907382fb;666a4e3b82c9937c9073831a;666a4e3b82c9937c907383f6,2024-10-14T14:16:24.000Z,2024-05-24T18:59:37.000Z,Pending,false
